run,step,layer,dim,p_at_L,p_at_L_2,p_at_L_5,contact_n_test,cath_level,cath_acc,cath_f1,cath_classes,manifest,ckpt_path,error
repa_l4,20000,3,512,0.5547,0.7084,0.8363,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
repa_l4,20000,4,512,0.5468,0.7003,0.8339,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
repa_l4,20000,5,512,0.5450,0.6919,0.8352,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
repa_l4,20000,6,512,0.5294,0.6717,0.8210,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
repa_l4,20000,7,512,0.5211,0.6617,0.8006,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
repa_l4,20000,8,512,0.5123,0.6543,0.7862,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
repa_l4,20000,9,512,0.4817,0.6069,0.7435,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000020000-EMA.ckpt,
repa_l4,40000,0,512,0.6198,0.7816,0.9050,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,1,512,0.6023,0.7670,0.8901,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,2,512,0.5873,0.7456,0.8790,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,3,512,0.5466,0.6970,0.8421,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,4,512,0.5520,0.6976,0.8439,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,5,512,0.5501,0.7008,0.8343,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,6,512,0.5410,0.6838,0.8139,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,7,512,0.5412,0.6835,0.8110,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,8,512,0.5305,0.6753,0.8039,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,40000,9,512,0.5074,0.6540,0.7859,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000040000-EMA.ckpt,
repa_l4,80000,0,512,0.6469,0.8201,0.9253,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,1,512,0.6367,0.8088,0.9214,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,2,512,0.6205,0.7923,0.9203,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,3,512,0.5578,0.7281,0.8611,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,4,512,0.5418,0.7132,0.8535,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,5,512,0.5718,0.7414,0.8690,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,6,512,0.5635,0.7351,0.8645,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,7,512,0.5641,0.7338,0.8633,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,8,512,0.5528,0.7273,0.8571,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,80000,9,512,0.5419,0.7074,0.8474,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000000_step=000000080000-EMA.ckpt,
repa_l4,150000,0,512,0.6387,0.8226,0.9339,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,1,512,0.6325,0.8158,0.9299,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,2,512,0.6305,0.7990,0.9179,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,3,512,0.5932,0.7680,0.8907,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,4,512,0.5878,0.7597,0.8772,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,5,512,0.5655,0.7405,0.8667,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,6,512,0.5771,0.7464,0.8731,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,7,512,0.5758,0.7465,0.8743,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,8,512,0.5695,0.7367,0.8680,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,150000,9,512,0.5307,0.6955,0.8335,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000001_step=000000150000-EMA.ckpt,
repa_l4,250000,0,512,0.6241,0.8029,0.9236,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,1,512,0.6337,0.8196,0.9341,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,2,512,0.6791,0.8583,0.9515,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,3,512,0.6260,0.8022,0.9278,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,4,512,0.5986,0.7747,0.9030,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,5,512,0.6228,0.7954,0.9164,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,6,512,0.5963,0.7596,0.8911,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,7,512,0.6306,0.8022,0.9113,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,8,512,0.6159,0.7899,0.9158,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,250000,9,512,0.5975,0.7738,0.8909,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000002_step=000000250000-EMA.ckpt,
repa_l4,350000,0,512,0.6374,0.8219,0.9332,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,1,512,0.6227,0.8117,0.9365,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,2,512,0.6242,0.8108,0.9283,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,3,512,0.6064,0.7828,0.9160,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,4,512,0.5720,0.7584,0.9003,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,5,512,0.5862,0.7631,0.8925,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,6,512,0.5922,0.7631,0.8930,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,7,512,0.5985,0.7707,0.8935,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,8,512,0.5827,0.7525,0.8953,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,350000,9,512,0.5826,0.7524,0.8834,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000003_step=000000350000-EMA.ckpt,
repa_l4,450000,0,512,0.6327,0.8156,0.9376,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,1,512,0.6563,0.8377,0.9450,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,2,512,0.6443,0.8340,0.9400,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,3,512,0.5920,0.7699,0.9112,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,4,512,0.6097,0.7805,0.9028,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,5,512,0.6101,0.7855,0.8988,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,6,512,0.5934,0.7638,0.8829,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,7,512,0.5954,0.7599,0.8892,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,8,512,0.5907,0.7627,0.8806,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,450000,9,512,0.5776,0.7470,0.8795,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000004_step=000000450000-EMA.ckpt,
repa_l4,550000,0,512,0.6519,0.8285,0.9383,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,1,512,0.6341,0.8099,0.9305,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,2,512,0.6358,0.8234,0.9303,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,3,512,0.5935,0.7608,0.9039,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,4,512,0.6056,0.7741,0.9076,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,5,512,0.6033,0.7709,0.9016,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,6,512,0.6057,0.7751,0.8980,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,7,512,0.5893,0.7579,0.9025,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,8,512,0.6006,0.7611,0.9016,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,550000,9,512,0.5739,0.7478,0.8845,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000005_step=000000550000-EMA.ckpt,
repa_l4,650000,0,512,0.6612,0.8384,0.9452,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,1,512,0.6517,0.8338,0.9445,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,2,512,0.6154,0.8042,0.9143,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,3,512,0.5972,0.7673,0.8993,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,4,512,0.6017,0.7691,0.9043,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,5,512,0.6123,0.7744,0.9077,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,6,512,0.6021,0.7650,0.8951,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,7,512,0.6037,0.7685,0.8953,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,8,512,0.5891,0.7513,0.8827,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,650000,9,512,0.5794,0.7388,0.8774,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000006_step=000000650000-EMA.ckpt,
repa_l4,750000,0,512,0.6304,0.8151,0.9229,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,1,512,0.6573,0.8363,0.9482,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,2,512,0.6599,0.8308,0.9298,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,3,512,0.6198,0.7913,0.9153,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,4,512,0.6198,0.7876,0.9153,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,5,512,0.6240,0.7887,0.9078,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,6,512,0.5976,0.7659,0.8840,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,7,512,0.5919,0.7627,0.8910,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,8,512,0.6016,0.7659,0.8976,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,750000,9,512,0.5862,0.7590,0.8770,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000750000-EMA.ckpt,
repa_l4,840000,0,512,0.6592,0.8362,0.9434,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,1,512,0.6382,0.8162,0.9376,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,2,512,0.6189,0.8023,0.9196,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,3,512,0.6342,0.8135,0.9299,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,4,512,0.6270,0.7895,0.9133,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,5,512,0.6293,0.7844,0.9130,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,6,512,0.5997,0.7723,0.8908,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,7,512,0.6067,0.7732,0.8992,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,8,512,0.5900,0.7513,0.8784,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
repa_l4,840000,9,512,0.5838,0.7557,0.8918,40,none,nan,nan,0,v1,/rds/user/sr2173/hpc-work/proteina/store/proteina_60m_repa_v2/checkpoints/chk_epoch=00000007_step=000000840000-EMA.ckpt,
pretrained_dfs_60m,0,0,512,0.7082,0.8788,0.9579,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,1,512,0.6610,0.8437,0.9331,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,2,512,0.6489,0.8216,0.9242,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,3,512,0.6355,0.8103,0.9137,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,4,512,0.6231,0.7919,0.8949,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,5,512,0.6204,0.7953,0.9010,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,6,512,0.6152,0.7896,0.8966,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,7,512,0.6025,0.7727,0.8702,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,8,512,0.6224,0.7937,0.9004,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,9,512,0.5955,0.7737,0.8828,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,10,512,0.6134,0.7915,0.9073,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
pretrained_dfs_60m,0,11,512,0.5599,0.7317,0.8477,40,none,nan,nan,0,v1,/home/sr2173/git/molecular-repa/.local_ckpts/proteina_v1.3_DFS_60M_notri.ckpt,
